Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.154524,154.8623801,162.7652121,163.4090998,174.4595869,176.0948031,196.8868203,210.9491161,223.9857414,265.9708798,254.2341353,261.9402715,246.966777,259.1635592,298.2226316,293.3011395,311.779383,329.9188895,317.2189829,294.3739819,296.6669652,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.35163277,89.72581516,100.7147963,97.62773938,98.60700662,107.4738553,120.1344335,137.4687802,133.3373485,133.5994042,127.6575055,133.2515265,126.2112017,142.4137068,154.3942774,151.6011238,177.1544395,181.9459609,206.2910507,191.4292507,204.1131289,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69414903,18.74494589,19.00927152,18.47742573,19.46584007,22.10064458,23.24076786,25.03012485,27.24770402,32.12697146,33.43717967,37.07593537,40.45642416,39.98022293,40.79351547,45.70506886,49.89752567,54.95196153,60.39735522,62.16107575,65.57761154,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.50691517,33.67315201,32.06758105,39.37103113,43.27794744,45.65718081,50.34058844,53.59694683,55.22744124,59.67534618,58.91899658,61.41203118,61.94642287,63.45324904,65.97476006,70.74537979,69.145227,67.96931868,68.84124353,71.20352952,77.09450282,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5574421,259.3965254,319.1457121,357.7969013,384.8836674,482.946833,486.841902,536.3519448,511.1448737,735.9988196,715.0072238,694.0290363,672.7933712,731.8021625,729.3384099,804.5281007,847.237777,901.8867735,806.8889971,797.4592504,772.812672,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.8287538,163.7412023,174.3448548,186.0267504,199.5134535,207.5179261,228.6437354,255.7521927,273.1587478,298.1233146,324.8524198,355.6918441,373.2359912,401.8119603,400.1641987,353.0573196,365.3858343,364.3189444,353.5262296,325.4112188,399.8545238,,
Turkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4350615,300.9310598,328.7637048,342.3087372,382.122014,393.3366191,481.202248,533.0985648,606.0129434,681.2491059,678.7917857,721.7889258,724.8462192,761.9301113,799.4680797,816.7858159,877.9674863,895.9193072,887.1695243,909.3646917,994.0514637,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.8254563,443.1289561,323.8221508,351.1657729,247.9887071,262.323365,280.4073827,289.3457932,310.8103052,312.5869617,388.6533275,380.5379035,377.4885746,328.8531792,419.4082201,387.8925149,447.5284307,484.856752,723.6910959,850.4253541,1010.413118,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.762849568,12.0045902,15.55210725,18.46588724,26.27310458,33.24723785,39.62466423,33.98284768,41.23816174,28.14230355,28.76600934,27.17262071,23.59982642,24.8619251,25.68819204,28.08643235,37.79063377,37.62425217,39.01145167,40.91174774,43.4931411,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01525752,13.07631486,15.90134816,16.55162433,15.05020754,13.20643392,14.25750636,16.3382218,17.7201454,16.85786721,22.83568676,22.11408647,20.84150648,22.1691849,22.01750977,17.52126025,17.31423547,14.28938169,15.91608179,14.26276002,16.07561959,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6145324,129.91245,153.8498427,205.5309843,221.757502,259.8684791,301.7363202,309.8721797,291.022808,301.2982471,305.1646866,306.3140802,350.9236228,358.4389512,353.1010564,356.3733589,386.1317264,396.1362407,419.4359957,403.1273932,465.9090288,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4891978,115.0914512,125.7310225,136.9704093,149.4298425,164.691845,191.2636733,218.1772137,255.1101925,297.1030857,307.7003401,336.4406791,367.8064635,402.6222973,428.628907,449.0391211,450.904355,475.4891812,507.0233378,548.2598586,619.1513781,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.8890545,484.4179983,478.0793412,532.1199789,494.2063962,441.3933735,498.1063816,535.7162178,734.8033169,793.7150291,868.9215128,958.0214004,1026.315453,1123.75608,1203.559087,1249.169513,1358.489143,1412.562729,1479.283306,1515.971003,1514.513924,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.092106,2212.367943,2397.77156,2567.217012,2746.643862,2911.55858,3138.066026,3304.99804,3490.284622,3688.40547,3827.503619,3925.873943,4040.63411,4175.361851,4484.163553,4748.717343,4906.429682,5057.326694,5275.919694,5495.167388,6643.357686,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11230661,66.1655372,65.57127849,67.34346581,69.90223285,76.55245945,87.27853507,91.77559493,103.7465552,118.8389763,115.8949581,123.2754414,142.9157897,152.7513631,151.7657027,159.268331,141.4563065,139.2403193,142.7462993,176.1573676,245.9387576,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.8979874,180.4606848,195.9820699,202.790703,203.9908015,210.9764022,212.6932807,220.5686253,250.8908436,270.5264673,270.6563079,259.7097888,305.0721621,312.911095,308.9323021,313.8374318,349.9471172,365.389429,407.8808983,434.5564651,474.7004052,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.7641029,426.1607599,389.9313112,382.9834972,444.6257529,381.1151896,693.682563,666.6621937,447.8087106,437.744751,428.8381662,535.7519573,521.7670745,401.3925848,358.7392856,332.1905948,260.3804628,338.9797031,329.129315,174.2380739,259.2762493,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.01811613,32.76466285,38.47819336,38.1147507,50.95429352,55.87751784,63.29863303,68.49097914,73.44727764,76.38088526,100.2319097,103.4140797,133.4337271,160.795223,140.1384436,144.9850673,177.4085893,196.6718479,206.9372579,217.7252539,232.871,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.88770917,51.85821733,50.76134258,49.90537304,48.54628665,47.37697815,51.81948197,55.37171771,59.50470718,53.11841441,51.46994156,64.39853533,63.08284115,61.47943623,16.49823832,58.30706705,38.08877712,44.59810829,66.74982819,61.47879336,78.73130325,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.3465703,349.058182,370.086983,389.3261823,411.1869714,434.7210896,471.1894845,500.1623813,536.1740669,579.5487431,594.0255913,625.3192109,649.0345081,680.1384011,712.1034872,738.9053287,761.0244676,786.800574,818.2405813,844.4987496,956.0696579,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9102539,111.8563219,129.5321295,113.8712442,128.8560363,153.3337115,167.6202392,176.291463,196.5366966,222.8816529,204.1416218,199.7520591,208.0877682,219.1973995,247.1755074,253.6434427,240.6589971,254.7602374,241.6357791,297.2181126,240.9297952,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54944193,70.7298584,68.3819644,72.66304347,61.36606528,55.0731215,55.8448301,55.3159389,58.11957751,48.15921923,45.26908095,36.8142747,40.44441516,33.67344035,26.62440803,10.41575152,,,,,,,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.173157,204.0606496,204.3941986,257.0331264,267.6054902,289.1890676,366.6871985,401.2322615,428.0579224,471.7152355,510.8625847,547.2654196,543.9608067,562.0693258,592.8819467,624.2616103,626.3219007,636.9137317,660.9305141,693.9631216,718.3277456,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.11119327,56.18984817,55.10706165,48.01820171,50.5932737,41.03690059,41.52143143,25.28165511,15.88884908,12.75403754,26.38510751,39.3357912,43.57898391,45.92932845,65.5910166,70.08592352,56.95921801,60.75366497,69.70524547,75.09756475,82.00246745,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.85298213,44.1020065,46.95238408,50.89645088,69.97704366,40.56943189,43.11172933,56.81387966,61.47534929,18.83999463,26.09674467,,
